#D	speed	R0
0.06	0.004877283653846153	[1.11340443 1.11318032 1.11295199 1.11271949 1.1124829  1.11224227
 1.11199766 1.11174914 1.11149677 1.1112406  1.11098069 1.11071711
 1.1104499  1.11017912 1.10990482 1.10962707 1.10934591 1.10906139
 1.10877357 1.1084825 ]	
0.06026315789473684	0.004878365384615384	[1.11340443 1.11318032 1.11295199 1.11271949 1.1124829  1.11224227
 1.11199766 1.11174914 1.11149677 1.1112406  1.11098069 1.11071711
 1.1104499  1.11017912 1.10990482 1.10962707 1.10934591 1.10906139
 1.10877357 1.1084825 ]	
0.060526315789473685	0.0048792067307692295	[1.11340443 1.11318032 1.11295199 1.11271949 1.1124829  1.11224227
 1.11199766 1.11174914 1.11149677 1.1112406  1.11098069 1.11071711
 1.1104499  1.11017912 1.10990482 1.10962707 1.10934591 1.10906139
 1.10877357 1.1084825 ]	
0.060789473684210525	0.004880008012820511	[1.11340443 1.11318032 1.11295199 1.11271949 1.1124829  1.11224227
 1.11199766 1.11174914 1.11149677 1.1112406  1.11098069 1.11071711
 1.1104499  1.11017912 1.10990482 1.10962707 1.10934591 1.10906139
 1.10877357 1.1084825 ]	
0.061052631578947365	0.004880809294871794	[1.11340443 1.11318032 1.11295199 1.11271949 1.1124829  1.11224227
 1.11199766 1.11174914 1.11149677 1.1112406  1.11098069 1.11071711
 1.1104499  1.11017912 1.10990482 1.10962707 1.10934591 1.10906139
 1.10877357 1.1084825 ]	
0.06131578947368421	0.0048812499999999984	[1.11340443 1.11318032 1.11295199 1.11271949 1.1124829  1.11224227
 1.11199766 1.11174914 1.11149677 1.1112406  1.11098069 1.11071711
 1.1104499  1.11017912 1.10990482 1.10962707 1.10934591 1.10906139
 1.10877357 1.1084825 ]	
0.06157894736842105	0.004881570512820511	[1.11340443 1.11318032 1.11295199 1.11271949 1.1124829  1.11224227
 1.11199766 1.11174914 1.11149677 1.1112406  1.11098069 1.11071711
 1.1104499  1.11017912 1.10990482 1.10962707 1.10934591 1.10906139
 1.10877357 1.1084825 ]	
0.06184210526315789	0.004881891025641024	[1.11340443 1.11318032 1.11295199 1.11271949 1.1124829  1.11224227
 1.11199766 1.11174914 1.11149677 1.1112406  1.11098069 1.11071711
 1.1104499  1.11017912 1.10990482 1.10962707 1.10934591 1.10906139
 1.10877357 1.1084825 ]	
0.06210526315789473	0.004882051282051281	[1.11340443 1.11318032 1.11295199 1.11271949 1.1124829  1.11224227
 1.11199766 1.11174914 1.11149677 1.1112406  1.11098069 1.11071711
 1.1104499  1.11017912 1.10990482 1.10962707 1.10934591 1.10906139
 1.10877357 1.1084825 ]	
0.06236842105263158	0.004882131410256408	[1.11340443 1.11318032 1.11295199 1.11271949 1.1124829  1.11224227
 1.11199766 1.11174914 1.11149677 1.1112406  1.11098069 1.11071711
 1.1104499  1.11017912 1.10990482 1.10962707 1.10934591 1.10906139
 1.10877357 1.1084825 ]	
0.06263157894736843	0.004882131410256409	[1.11340443 1.11318032 1.11295199 1.11271949 1.1124829  1.11224227
 1.11199766 1.11174914 1.11149677 1.1112406  1.11098069 1.11071711
 1.1104499  1.11017912 1.10990482 1.10962707 1.10934591 1.10906139
 1.10877357 1.1084825 ]	
0.06289473684210527	0.004881931089743588	[1.11340443 1.11318032 1.11295199 1.11271949 1.1124829  1.11224227
 1.11199766 1.11174914 1.11149677 1.1112406  1.11098069 1.11071711
 1.1104499  1.11017912 1.10990482 1.10962707 1.10934591 1.10906139
 1.10877357 1.1084825 ]	
0.06315789473684211	0.0048817307692307675	[1.11340443 1.11318032 1.11295199 1.11271949 1.1124829  1.11224227
 1.11199766 1.11174914 1.11149677 1.1112406  1.11098069 1.11071711
 1.1104499  1.11017912 1.10990482 1.10962707 1.10934591 1.10906139
 1.10877357 1.1084825 ]	
0.06342105263157895	0.004881410256410256	[1.11340443 1.11318032 1.11295199 1.11271949 1.1124829  1.11224227
 1.11199766 1.11174914 1.11149677 1.1112406  1.11098069 1.11071711
 1.1104499  1.11017912 1.10990482 1.10962707 1.10934591 1.10906139
 1.10877357 1.1084825 ]	
0.06368421052631579	0.004880889423076922	[1.11340443 1.11318032 1.11295199 1.11271949 1.1124829  1.11224227
 1.11199766 1.11174914 1.11149677 1.1112406  1.11098069 1.11071711
 1.1104499  1.11017912 1.10990482 1.10962707 1.10934591 1.10906139
 1.10877357 1.1084825 ]	
0.06394736842105263	0.004880248397435896	[1.11340443 1.11318032 1.11295199 1.11271949 1.1124829  1.11224227
 1.11199766 1.11174914 1.11149677 1.1112406  1.11098069 1.11071711
 1.1104499  1.11017912 1.10990482 1.10962707 1.10934591 1.10906139
 1.10877357 1.1084825 ]	
0.06421052631578947	0.004879567307692306	[1.11340443 1.11318032 1.11295199 1.11271949 1.1124829  1.11224227
 1.11199766 1.11174914 1.11149677 1.1112406  1.11098069 1.11071711
 1.1104499  1.11017912 1.10990482 1.10962707 1.10934591 1.10906139
 1.10877357 1.1084825 ]	
0.06447368421052632	0.0048787660256410246	[1.11340443 1.11318032 1.11295199 1.11271949 1.1124829  1.11224227
 1.11199766 1.11174914 1.11149677 1.1112406  1.11098069 1.11071711
 1.1104499  1.11017912 1.10990482 1.10962707 1.10934591 1.10906139
 1.10877357 1.1084825 ]	
0.06473684210526316	0.004877924679487178	[1.11340443 1.11318032 1.11295199 1.11271949 1.1124829  1.11224227
 1.11199766 1.11174914 1.11149677 1.1112406  1.11098069 1.11071711
 1.1104499  1.11017912 1.10990482 1.10962707 1.10934591 1.10906139
 1.10877357 1.1084825 ]	
0.065	0.00487696314102564	[1.11340443 1.11318032 1.11295199 1.11271949 1.1124829  1.11224227
 1.11199766 1.11174914 1.11149677 1.1112406  1.11098069 1.11071711
 1.1104499  1.11017912 1.10990482 1.10962707 1.10934591 1.10906139
 1.10877357 1.1084825 ]	
